country,dystopia_residual,economy,family,freedom,generosity,rank,score,health,lower_confidence,lower_whisker,region,standard_error,trust,upper_confidence,upper_whisker,year
Argentina,NULL,1.073,1.468,0.57,0.062,29,6.388,0.744,NULL,NULL,Latin America and Caribbean,NULL,0.054,NULL,NULL,2018
Guatemala,NULL,0.781,1.268,0.604,0.179,30,6.382,0.608,NULL,NULL,Latin America and Caribbean,NULL,0.071,NULL,NULL,2018
Uruguay,NULL,1.093,1.459,0.625,0.13,31,6.379,0.771,NULL,NULL,Latin America and Caribbean,NULL,0.155,NULL,NULL,2018
Qatar,NULL,1.649,1.303,0.654,0.256,32,6.374,0.748,NULL,NULL,Middle East and Northern Africa,NULL,0.171,NULL,NULL,2018
Saudi Arabia,NULL,1.379,1.331,0.509,0.098,33,6.371,0.633,NULL,NULL,Middle East and Northern Africa,NULL,0.127,NULL,NULL,2018
Singapore,NULL,1.529,1.451,0.631,0.261,34,6.343,1.008,NULL,NULL,Southeastern Asia,NULL,0.457,NULL,NULL,2018
Malaysia,NULL,1.161,1.258,0.356,0.311,35,6.322,0.669,NULL,NULL,Southeastern Asia,NULL,0.059,NULL,NULL,2018
Spain,NULL,1.251,1.538,0.449,0.142,36,6.31,0.965,NULL,NULL,Western Europe,NULL,0.074,NULL,NULL,2018
Colombia,NULL,0.96,1.439,0.531,0.099,37,6.26,0.635,NULL,NULL,Latin America and Caribbean,NULL,0.039,NULL,NULL,2018
Trinidad & Tobago,NULL,1.223,1.492,0.575,0.171,38,6.192,0.564,NULL,NULL,Latin America and Caribbean,NULL,0.019,NULL,NULL,2018
Slovakia,NULL,1.21,1.537,0.354,0.118,39,6.173,0.776,NULL,NULL,Central and Eastern Europe,NULL,0.014,NULL,NULL,2018
El Salvador,NULL,0.806,1.231,0.461,0.065,40,6.167,0.639,NULL,NULL,Latin America and Caribbean,NULL,0.082,NULL,NULL,2018
Nicaragua,NULL,0.668,1.319,0.527,0.208,41,6.141,0.7,NULL,NULL,Latin America and Caribbean,NULL,0.128,NULL,NULL,2018
Poland,NULL,1.176,1.448,0.546,0.108,42,6.123,0.781,NULL,NULL,Central and Eastern Europe,NULL,0.064,NULL,NULL,2018
Bahrain,NULL,1.338,1.366,0.594,0.243,43,6.105,0.698,NULL,NULL,Middle East and Northern Africa,NULL,0.123,NULL,NULL,2018
Uzbekistan,NULL,0.719,1.584,0.724,0.328,44,6.096,0.605,NULL,NULL,Central and Eastern Europe,NULL,0.259,NULL,NULL,2018
Kuwait,NULL,1.474,1.301,0.554,0.167,45,6.083,0.675,NULL,NULL,Middle East and Northern Africa,NULL,0.106,NULL,NULL,2018
Thailand,NULL,1.016,1.417,0.637,0.364,46,6.072,0.707,NULL,NULL,Southeastern Asia,NULL,0.029,NULL,NULL,2018
Italy,NULL,1.264,1.501,0.281,0.137,47,6,0.946,NULL,NULL,Western Europe,NULL,0.028,NULL,NULL,2018
Ecuador,NULL,0.889,1.33,0.556,0.114,48,5.973,0.736,NULL,NULL,Latin America and Caribbean,NULL,0.12,NULL,NULL,2018
Belize,NULL,0.807,1.101,0.593,0.183,49,5.956,0.474,NULL,NULL,Latin America and Caribbean,NULL,0.089,NULL,NULL,2018
Lithuania,NULL,1.197,1.527,0.35,0.026,50,5.952,0.716,NULL,NULL,Central and Eastern Europe,NULL,0.006,NULL,NULL,2018
Slovenia,NULL,1.219,1.506,0.633,0.16,51,5.948,0.856,NULL,NULL,Central and Eastern Europe,NULL,0.051,NULL,NULL,2018
Romania,NULL,1.116,1.219,0.528,0.088,52,5.945,0.726,NULL,NULL,Central and Eastern Europe,NULL,0.001,NULL,NULL,2018
Latvia,NULL,1.148,1.454,0.363,0.092,53,5.933,0.671,NULL,NULL,Central and Eastern Europe,NULL,0.066,NULL,NULL,2018
Japan,NULL,1.294,1.462,0.553,0.079,54,5.915,0.988,NULL,NULL,Eastern Asia,NULL,0.15,NULL,NULL,2018
Mauritius,NULL,1.09,1.387,0.584,0.245,55,5.891,0.684,NULL,NULL,Sub-Saharan Africa,NULL,0.05,NULL,NULL,2018
Jamaica,NULL,0.819,1.493,0.575,0.096,56,5.89,0.693,NULL,NULL,Latin America and Caribbean,NULL,0.031,NULL,NULL,2018
South Korea,NULL,1.266,1.204,0.244,0.175,57,5.875,0.955,NULL,NULL,Eastern Asia,NULL,0.051,NULL,NULL,2018
North Cyprus,NULL,1.229,1.211,0.495,0.179,58,5.835,0.909,NULL,NULL,Western Europe,NULL,0.154,NULL,NULL,2018
Russia,NULL,1.151,1.479,0.399,0.065,59,5.81,0.599,NULL,NULL,Central and Eastern Europe,NULL,0.025,NULL,NULL,2018
Kazakhstan,NULL,1.143,1.516,0.454,0.148,60,5.79,0.631,NULL,NULL,Central and Eastern Europe,NULL,0.121,NULL,NULL,2018
Cyprus,NULL,1.229,1.191,0.423,0.202,61,5.762,0.909,NULL,NULL,Western Europe,NULL,0.035,NULL,NULL,2018
Bolivia,NULL,0.751,1.223,0.606,0.141,62,5.752,0.508,NULL,NULL,Latin America and Caribbean,NULL,0.054,NULL,NULL,2018
Estonia,NULL,1.2,1.532,0.553,0.086,63,5.739,0.737,NULL,NULL,Central and Eastern Europe,NULL,0.174,NULL,NULL,2018
Paraguay,NULL,0.835,1.522,0.541,0.162,64,5.681,0.615,NULL,NULL,Latin America and Caribbean,NULL,0.074,NULL,NULL,2018
Peru,NULL,0.934,1.249,0.53,0.092,65,5.663,0.674,NULL,NULL,Latin America and Caribbean,NULL,0.034,NULL,NULL,2018
Kosovo,NULL,0.855,1.23,0.448,0.274,66,5.662,0.578,NULL,NULL,Central and Eastern Europe,NULL,0.023,NULL,NULL,2018
Moldova,NULL,0.657,1.301,0.232,0.171,67,5.64,0.62,NULL,NULL,Central and Eastern Europe,NULL,0,NULL,NULL,2018
Turkmenistan,NULL,1.016,1.533,0.417,0.199,68,5.636,0.517,NULL,NULL,Central and Eastern Europe,NULL,0.037,NULL,NULL,2018
Hungary,NULL,1.171,1.401,0.259,0.061,69,5.62,0.732,NULL,NULL,Central and Eastern Europe,NULL,0.022,NULL,NULL,2018
Libya,NULL,0.985,1.35,0.496,0.116,70,5.566,0.553,NULL,NULL,Middle East and Northern Africa,NULL,0.148,NULL,NULL,2018
Philippines,NULL,0.775,1.312,0.643,0.12,71,5.524,0.513,NULL,NULL,Southeastern Asia,NULL,0.105,NULL,NULL,2018
Honduras,NULL,0.62,1.205,0.459,0.197,72,5.504,0.622,NULL,NULL,Latin America and Caribbean,NULL,0.074,NULL,NULL,2018
Belarus,NULL,1.039,1.498,0.307,0.101,73,5.483,0.7,NULL,NULL,Central and Eastern Europe,NULL,0.154,NULL,NULL,2018
Turkey,NULL,1.148,1.38,0.324,0.106,74,5.483,0.686,NULL,NULL,Middle East and Northern Africa,NULL,0.109,NULL,NULL,2018
Pakistan,NULL,0.652,0.81,0.334,0.216,75,5.472,0.424,NULL,NULL,Southern Asia,NULL,0.113,NULL,NULL,2018
Hong Kong,NULL,1.405,1.29,0.524,0.246,76,5.43,1.03,NULL,NULL,Eastern Asia,NULL,0.291,NULL,NULL,2018
Portugal,NULL,1.188,1.429,0.562,0.055,77,5.41,0.884,NULL,NULL,Western Europe,NULL,0.017,NULL,NULL,2018
Serbia,NULL,0.975,1.369,0.288,0.134,78,5.398,0.685,NULL,NULL,Central and Eastern Europe,NULL,0.043,NULL,NULL,2018
Greece,NULL,1.154,1.202,0.131,0,79,5.358,0.879,NULL,NULL,Western Europe,NULL,0.044,NULL,NULL,2018
Lebanon,NULL,0.965,1.179,0.503,0.214,80,5.358,0.785,NULL,NULL,Middle East and Northern Africa,NULL,0.136,NULL,NULL,2018
Montenegro,NULL,1.017,1.279,0.259,0.111,81,5.347,0.729,NULL,NULL,Central and Eastern Europe,NULL,0.081,NULL,NULL,2018
Croatia,NULL,1.115,1.161,0.38,0.12,82,5.321,0.737,NULL,NULL,Central and Eastern Europe,NULL,0.039,NULL,NULL,2018
Dominican Republic,NULL,0.982,1.441,0.578,0.12,83,5.302,0.614,NULL,NULL,Latin America and Caribbean,NULL,0.106,NULL,NULL,2018
Algeria,NULL,0.979,1.154,0.077,0.055,84,5.295,0.687,NULL,NULL,Middle East and Northern Africa,NULL,0.135,NULL,NULL,2018
Morocco,NULL,0.779,0.797,0.46,0.026,85,5.254,0.669,NULL,NULL,Middle East and Northern Africa,NULL,0.074,NULL,NULL,2018
China,NULL,0.989,1.142,0.597,0.029,86,5.246,0.799,NULL,NULL,Eastern Asia,NULL,0.103,NULL,NULL,2018
Azerbaijan,NULL,1.024,1.161,0.43,0.031,87,5.201,0.603,NULL,NULL,Central and Eastern Europe,NULL,0.176,NULL,NULL,2018
Tajikistan,NULL,0.474,1.166,0.292,0.187,88,5.199,0.598,NULL,NULL,Central and Eastern Europe,NULL,0.034,NULL,NULL,2018
Macedonia,NULL,0.959,1.239,0.394,0.173,89,5.185,0.691,NULL,NULL,Central and Eastern Europe,NULL,0.052,NULL,NULL,2018
Jordan,NULL,0.822,1.265,0.468,0.13,90,5.161,0.645,NULL,NULL,Middle East and Northern Africa,NULL,0.134,NULL,NULL,2018
Nigeria,NULL,0.689,1.172,0.462,0.201,91,5.155,0.048,NULL,NULL,Sub-Saharan Africa,NULL,0.032,NULL,NULL,2018
Kyrgyzstan,NULL,0.53,1.416,0.54,0.281,92,5.131,0.594,NULL,NULL,Central and Eastern Europe,NULL,0.035,NULL,NULL,2018
Bosnia and Herzegovina,NULL,0.915,1.078,0.28,0.216,93,5.129,0.758,NULL,NULL,Central and Eastern Europe,NULL,0,NULL,NULL,2018
Mongolia,NULL,0.914,1.517,0.395,0.253,94,5.125,0.575,NULL,NULL,Eastern Asia,NULL,0.032,NULL,NULL,2018
Vietnam,NULL,0.715,1.365,0.618,0.177,95,5.103,0.702,NULL,NULL,Southeastern Asia,NULL,0.079,NULL,NULL,2018
Indonesia,NULL,0.899,1.215,0.538,0.484,96,5.093,0.522,NULL,NULL,Southeastern Asia,NULL,0.018,NULL,NULL,2018
Bhutan,NULL,0.796,1.335,0.541,0.364,97,5.082,0.527,NULL,NULL,Southern Asia,NULL,0.171,NULL,NULL,2018
Somalia,NULL,0,0.712,0.674,0.238,98,4.982,0.115,NULL,NULL,Sub-Saharan Africa,NULL,0.282,NULL,NULL,2018
Cameroon,NULL,0.535,0.891,0.454,0.183,99,4.975,0.182,NULL,NULL,Sub-Saharan Africa,NULL,0.043,NULL,NULL,2018
Bulgaria,NULL,1.054,1.515,0.359,0.064,100,4.933,0.712,NULL,NULL,Central and Eastern Europe,NULL,0.009,NULL,NULL,2018
Nepal,NULL,0.425,1.228,0.526,0.302,101,4.88,0.539,NULL,NULL,Southern Asia,NULL,0.078,NULL,NULL,2018
Venezuela,NULL,0.996,1.469,0.133,0.056,102,4.806,0.657,NULL,NULL,Latin America and Caribbean,NULL,0.052,NULL,NULL,2018
Gabon,NULL,1.036,1.164,0.356,0.032,103,4.758,0.404,NULL,NULL,Sub-Saharan Africa,NULL,0.052,NULL,NULL,2018
Palestinian Territories,NULL,0.642,1.217,0.266,0.086,104,4.743,0.602,NULL,NULL,Middle East and Northern Africa,NULL,0.076,NULL,NULL,2018
South Africa,NULL,0.94,1.41,0.516,0.103,105,4.724,0.33,NULL,NULL,Sub-Saharan Africa,NULL,0.056,NULL,NULL,2018
Iran,NULL,1.059,0.771,0.459,0.282,106,4.707,0.691,NULL,NULL,Middle East and Northern Africa,NULL,0.129,NULL,NULL,2018
Ivory Coast,NULL,0.541,0.872,0.467,0.146,107,4.671,0.08,NULL,NULL,Sub-Saharan Africa,NULL,0.103,NULL,NULL,2018
Ghana,NULL,0.592,0.896,0.499,0.212,108,4.657,0.337,NULL,NULL,Sub-Saharan Africa,NULL,0.029,NULL,NULL,2018
Senegal,NULL,0.429,1.117,0.406,0.138,109,4.631,0.433,NULL,NULL,Sub-Saharan Africa,NULL,0.082,NULL,NULL,2018
Laos,NULL,0.72,1.034,0.626,0.23,110,4.623,0.441,NULL,NULL,Southeastern Asia,NULL,0.174,NULL,NULL,2018
Tunisia,NULL,0.9,0.906,0.271,0.04,111,4.592,0.69,NULL,NULL,Middle East and Northern Africa,NULL,0.063,NULL,NULL,2018
Albania,NULL,0.916,0.817,0.419,0.149,112,4.586,0.79,NULL,NULL,Central and Eastern Europe,NULL,0.032,NULL,NULL,2018
Sierra Leone,NULL,0.256,0.813,0.355,0.238,113,4.571,0,NULL,NULL,Sub-Saharan Africa,NULL,0.053,NULL,NULL,2018
Congo (Brazzaville),NULL,0.682,0.811,0.514,0.091,114,4.559,0.343,NULL,NULL,Sub-Saharan Africa,NULL,0.077,NULL,NULL,2018
Bangladesh,NULL,0.532,0.85,0.58,0.153,115,4.5,0.579,NULL,NULL,Southern Asia,NULL,0.144,NULL,NULL,2018
Sri Lanka,NULL,0.918,1.314,0.585,0.307,116,4.471,0.672,NULL,NULL,Southern Asia,NULL,0.05,NULL,NULL,2018
Iraq,NULL,1.01,0.971,0.304,0.148,117,4.456,0.536,NULL,NULL,Middle East and Northern Africa,NULL,0.095,NULL,NULL,2018
Mali,NULL,0.37,1.233,0.367,0.139,118,4.447,0.152,NULL,NULL,Sub-Saharan Africa,NULL,0.056,NULL,NULL,2018
Namibia,NULL,0.874,1.281,0.519,0.051,119,4.441,0.365,NULL,NULL,Sub-Saharan Africa,NULL,0.064,NULL,NULL,2018
Cambodia,NULL,0.549,1.088,0.696,0.256,120,4.433,0.457,NULL,NULL,Southeastern Asia,NULL,0.065,NULL,NULL,2018
Burkina Faso,NULL,0.314,1.097,0.312,0.175,121,4.424,0.254,NULL,NULL,Sub-Saharan Africa,NULL,0.128,NULL,NULL,2018
Egypt,NULL,0.885,1.025,0.312,0.092,122,4.419,0.553,NULL,NULL,Middle East and Northern Africa,NULL,0.107,NULL,NULL,2018
Mozambique,NULL,0.198,0.902,0.531,0.206,123,4.417,0.173,NULL,NULL,Sub-Saharan Africa,NULL,0.158,NULL,NULL,2018
Kenya,NULL,0.493,1.048,0.504,0.352,124,4.41,0.454,NULL,NULL,Sub-Saharan Africa,NULL,0.055,NULL,NULL,2018
Zambia,NULL,0.562,1.047,0.503,0.221,125,4.377,0.295,NULL,NULL,Sub-Saharan Africa,NULL,0.082,NULL,NULL,2018
Mauritania,NULL,0.557,1.245,0.129,0.134,126,4.356,0.292,NULL,NULL,Sub-Saharan Africa,NULL,0.093,NULL,NULL,2018
Ethiopia,NULL,0.308,0.95,0.452,0.22,127,4.35,0.391,NULL,NULL,Sub-Saharan Africa,NULL,0.146,NULL,NULL,2018
Georgia,NULL,0.853,0.592,0.375,0.038,128,4.34,0.643,NULL,NULL,Central and Eastern Europe,NULL,0.215,NULL,NULL,2018
Armenia,NULL,0.816,0.99,0.26,0.077,129,4.321,0.666,NULL,NULL,Central and Eastern Europe,NULL,0.028,NULL,NULL,2018
Myanmar,NULL,0.682,1.174,0.58,0.598,130,4.308,0.429,NULL,NULL,Southeastern Asia,NULL,0.178,NULL,NULL,2018
Chad,NULL,0.358,0.907,0.189,0.181,131,4.301,0.053,NULL,NULL,Sub-Saharan Africa,NULL,0.06,NULL,NULL,2018
Congo (Kinshasa),NULL,0.069,1.136,0.312,0.197,132,4.245,0.204,NULL,NULL,Sub-Saharan Africa,NULL,0.052,NULL,NULL,2018
India,NULL,0.721,0.747,0.539,0.172,133,4.19,0.485,NULL,NULL,Southern Asia,NULL,0.093,NULL,NULL,2018
Niger,NULL,0.131,0.867,0.39,0.175,134,4.166,0.221,NULL,NULL,Sub-Saharan Africa,NULL,0.099,NULL,NULL,2018
Uganda,NULL,0.322,1.09,0.45,0.259,135,4.161,0.237,NULL,NULL,Sub-Saharan Africa,NULL,0.061,NULL,NULL,2018
Benin,NULL,0.378,0.372,0.44,0.163,136,4.141,0.24,NULL,NULL,Sub-Saharan Africa,NULL,0.067,NULL,NULL,2018
Sudan,NULL,0.605,1.24,0.016,0.134,137,4.139,0.312,NULL,NULL,Sub-Saharan Africa,NULL,0.082,NULL,NULL,2018
Ukraine,NULL,0.793,1.413,0.163,0.187,138,4.103,0.609,NULL,NULL,Central and Eastern Europe,NULL,0.011,NULL,NULL,2018
Togo,NULL,0.259,0.474,0.434,0.158,139,3.999,0.253,NULL,NULL,Sub-Saharan Africa,NULL,0.101,NULL,NULL,2018
Guinea,NULL,0.344,0.792,0.394,0.185,140,3.964,0.211,NULL,NULL,Sub-Saharan Africa,NULL,0.094,NULL,NULL,2018
Lesotho,NULL,0.472,1.215,0.423,0.116,141,3.808,0.079,NULL,NULL,Sub-Saharan Africa,NULL,0.112,NULL,NULL,2018
Angola,NULL,0.73,1.125,0,0.079,142,3.795,0.269,NULL,NULL,Sub-Saharan Africa,NULL,0.061,NULL,NULL,2018
Madagascar,NULL,0.262,0.908,0.221,0.155,143,3.774,0.402,NULL,NULL,Sub-Saharan Africa,NULL,0.049,NULL,NULL,2018
Zimbabwe,NULL,0.357,1.094,0.406,0.132,144,3.692,0.248,NULL,NULL,Sub-Saharan Africa,NULL,0.099,NULL,NULL,2018
Afghanistan,NULL,0.332,0.537,0.085,0.191,145,3.632,0.255,NULL,NULL,Southern Asia,NULL,0.036,NULL,NULL,2018
Botswana,NULL,1.017,1.174,0.557,0.042,146,3.59,0.417,NULL,NULL,Sub-Saharan Africa,NULL,0.092,NULL,NULL,2018
Malawi,NULL,0.186,0.541,0.531,0.21,147,3.587,0.306,NULL,NULL,Sub-Saharan Africa,NULL,0.08,NULL,NULL,2018
Haiti,NULL,0.315,0.714,0.025,0.392,148,3.582,0.289,NULL,NULL,Latin America and Caribbean,NULL,0.104,NULL,NULL,2018
Liberia,NULL,0.076,0.858,0.419,0.206,149,3.495,0.267,NULL,NULL,Sub-Saharan Africa,NULL,0.03,NULL,NULL,2018
Syria,NULL,0.689,0.382,0.088,0.376,150,3.462,0.539,NULL,NULL,Middle East and Northern Africa,NULL,0.144,NULL,NULL,2018
Rwanda,NULL,0.332,0.896,0.636,0.2,151,3.408,0.4,NULL,NULL,Sub-Saharan Africa,NULL,0.444,NULL,NULL,2018
Yemen,NULL,0.442,1.073,0.244,0.083,152,3.355,0.343,NULL,NULL,Middle East and Northern Africa,NULL,0.064,NULL,NULL,2018
Tanzania,NULL,0.455,0.991,0.481,0.27,153,3.303,0.381,NULL,NULL,Sub-Saharan Africa,NULL,0.097,NULL,NULL,2018
South Sudan,NULL,0.337,0.608,0.112,0.224,154,3.254,0.177,NULL,NULL,Sub-Saharan Africa,NULL,0.106,NULL,NULL,2018
Central African Republic,NULL,0.024,0,0.305,0.218,155,3.083,0.01,NULL,NULL,Sub-Saharan Africa,NULL,0.038,NULL,NULL,2018
Burundi,NULL,0.091,0.627,0.065,0.149,156,2.905,0.145,NULL,NULL,Sub-Saharan Africa,NULL,0.076,NULL,NULL,2018
Finland,NULL,1.34,1.587,0.596,0.153,1,7.769,0.986,NULL,NULL,Western Europe,NULL,0.393,NULL,NULL,2019
Denmark,NULL,1.383,1.573,0.592,0.252,2,7.6,0.996,NULL,NULL,Western Europe,NULL,0.41,NULL,NULL,2019
Norway,NULL,1.488,1.582,0.603,0.271,3,7.554,1.028,NULL,NULL,Western Europe,NULL,0.341,NULL,NULL,2019
Iceland,NULL,1.38,1.624,0.591,0.354,4,7.494,1.026,NULL,NULL,Western Europe,NULL,0.118,NULL,NULL,2019
Netherlands,NULL,1.396,1.522,0.557,0.322,5,7.488,0.999,NULL,NULL,Western Europe,NULL,0.298,NULL,NULL,2019
Switzerland,NULL,1.452,1.526,0.572,0.263,6,7.48,1.052,NULL,NULL,Western Europe,NULL,0.343,NULL,NULL,2019
Sweden,NULL,1.387,1.487,0.574,0.267,7,7.343,1.009,NULL,NULL,Western Europe,NULL,0.373,NULL,NULL,2019
New Zealand,NULL,1.303,1.557,0.585,0.33,8,7.307,1.026,NULL,NULL,Australia and New Zealand,NULL,0.38,NULL,NULL,2019
Canada,NULL,1.365,1.505,0.584,0.285,9,7.278,1.039,NULL,NULL,North America,NULL,0.308,NULL,NULL,2019
Austria,NULL,1.376,1.475,0.532,0.244,10,7.246,1.016,NULL,NULL,Western Europe,NULL,0.226,NULL,NULL,2019
Australia,NULL,1.372,1.548,0.557,0.332,11,7.228,1.036,NULL,NULL,Australia and New Zealand,NULL,0.29,NULL,NULL,2019
Costa Rica,NULL,1.034,1.441,0.558,0.144,12,7.167,0.963,NULL,NULL,Latin America and Caribbean,NULL,0.093,NULL,NULL,2019
Israel,NULL,1.276,1.455,0.371,0.261,13,7.139,1.029,NULL,NULL,Middle East and Northern Africa,NULL,0.082,NULL,NULL,2019
Luxembourg,NULL,1.609,1.479,0.526,0.194,14,7.09,1.012,NULL,NULL,Western Europe,NULL,0.316,NULL,NULL,2019
United Kingdom,NULL,1.333,1.538,0.45,0.348,15,7.054,0.996,NULL,NULL,Western Europe,NULL,0.278,NULL,NULL,2019
Ireland,NULL,1.499,1.553,0.516,0.298,16,7.021,0.999,NULL,NULL,Western Europe,NULL,0.31,NULL,NULL,2019
Germany,NULL,1.373,1.454,0.495,0.261,17,6.985,0.987,NULL,NULL,Western Europe,NULL,0.265,NULL,NULL,2019
Belgium,NULL,1.356,1.504,0.473,0.16,18,6.923,0.986,NULL,NULL,Western Europe,NULL,0.21,NULL,NULL,2019
United States,NULL,1.433,1.457,0.454,0.28,19,6.892,0.874,NULL,NULL,North America,NULL,0.128,NULL,NULL,2019
Czech Republic,NULL,1.269,1.487,0.457,0.046,20,6.852,0.92,NULL,NULL,Central and Eastern Europe,NULL,0.036,NULL,NULL,2019
United Arab Emirates,NULL,1.503,1.31,0.598,0.262,21,6.825,0.825,NULL,NULL,Middle East and Northern Africa,NULL,0.182,NULL,NULL,2019
Malta,NULL,1.3,1.52,0.564,0.375,22,6.726,0.999,NULL,NULL,Western Europe,NULL,0.151,NULL,NULL,2019
Mexico,NULL,1.07,1.323,0.433,0.074,23,6.595,0.861,NULL,NULL,Latin America and Caribbean,NULL,0.073,NULL,NULL,2019
France,NULL,1.324,1.472,0.436,0.111,24,6.592,1.045,NULL,NULL,Western Europe,NULL,0.183,NULL,NULL,2019
Taiwan,NULL,1.368,1.43,0.351,0.242,25,6.446,0.914,NULL,NULL,Eastern Asia,NULL,0.097,NULL,NULL,2019
Chile,NULL,1.159,1.369,0.357,0.187,26,6.444,0.92,NULL,NULL,Latin America and Caribbean,NULL,0.056,NULL,NULL,2019
Guatemala,NULL,0.8,1.269,0.535,0.175,27,6.436,0.746,NULL,NULL,Latin America and Caribbean,NULL,0.078,NULL,NULL,2019
Saudi Arabia,NULL,1.403,1.357,0.439,0.08,28,6.375,0.795,NULL,NULL,Middle East and Northern Africa,NULL,0.132,NULL,NULL,2019
Qatar,NULL,1.684,1.313,0.555,0.22,29,6.374,0.871,NULL,NULL,Middle East and Northern Africa,NULL,0.167,NULL,NULL,2019
Spain,NULL,1.286,1.484,0.362,0.153,30,6.354,1.062,NULL,NULL,Western Europe,NULL,0.079,NULL,NULL,2019
Panama,NULL,1.149,1.442,0.516,0.109,31,6.321,0.91,NULL,NULL,Latin America and Caribbean,NULL,0.054,NULL,NULL,2019
Brazil,NULL,1.004,1.439,0.39,0.099,32,6.3,0.802,NULL,NULL,Latin America and Caribbean,NULL,0.086,NULL,NULL,2019
Uruguay,NULL,1.124,1.465,0.523,0.127,33,6.293,0.891,NULL,NULL,Latin America and Caribbean,NULL,0.15,NULL,NULL,2019
Singapore,NULL,1.572,1.463,0.556,0.271,34,6.262,1.141,NULL,NULL,Southeastern Asia,NULL,0.453,NULL,NULL,2019
El Salvador,NULL,0.794,1.242,0.43,0.093,35,6.253,0.789,NULL,NULL,Latin America and Caribbean,NULL,0.074,NULL,NULL,2019
Italy,NULL,1.294,1.488,0.231,0.158,36,6.223,1.039,NULL,NULL,Western Europe,NULL,0.03,NULL,NULL,2019
Bahrain,NULL,1.362,1.368,0.536,0.255,37,6.199,0.871,NULL,NULL,Middle East and Northern Africa,NULL,0.11,NULL,NULL,2019
Slovakia,NULL,1.246,1.504,0.334,0.121,38,6.198,0.881,NULL,NULL,Central and Eastern Europe,NULL,0.014,NULL,NULL,2019
Trinidad & Tobago,NULL,1.231,1.477,0.489,0.185,39,6.192,0.713,NULL,NULL,Latin America and Caribbean,NULL,0.016,NULL,NULL,2019
Poland,NULL,1.206,1.438,0.483,0.117,40,6.182,0.884,NULL,NULL,Central and Eastern Europe,NULL,0.05,NULL,NULL,2019
Uzbekistan,NULL,0.745,1.529,0.631,0.322,41,6.174,0.756,NULL,NULL,Central and Eastern Europe,NULL,0.24,NULL,NULL,2019
Lithuania,NULL,1.238,1.515,0.291,0.043,42,6.149,0.818,NULL,NULL,Central and Eastern Europe,NULL,0.042,NULL,NULL,2019
Colombia,NULL,0.985,1.41,0.47,0.099,43,6.125,0.841,NULL,NULL,Latin America and Caribbean,NULL,0.034,NULL,NULL,2019
Slovenia,NULL,1.258,1.523,0.564,0.144,44,6.118,0.953,NULL,NULL,Central and Eastern Europe,NULL,0.057,NULL,NULL,2019
Nicaragua,NULL,0.694,1.325,0.435,0.2,45,6.105,0.835,NULL,NULL,Latin America and Caribbean,NULL,0.127,NULL,NULL,2019
Kosovo,NULL,0.882,1.232,0.489,0.262,46,6.1,0.758,NULL,NULL,Central and Eastern Europe,NULL,0.006,NULL,NULL,2019
Argentina,NULL,1.092,1.432,0.471,0.066,47,6.086,0.881,NULL,NULL,Latin America and Caribbean,NULL,0.05,NULL,NULL,2019
Romania,NULL,1.162,1.232,0.462,0.083,48,6.07,0.825,NULL,NULL,Central and Eastern Europe,NULL,0.005,NULL,NULL,2019
Cyprus,NULL,1.263,1.223,0.406,0.19,49,6.046,1.042,NULL,NULL,Western Europe,NULL,0.041,NULL,NULL,2019
Ecuador,NULL,0.912,1.312,0.498,0.126,50,6.028,0.868,NULL,NULL,Latin America and Caribbean,NULL,0.087,NULL,NULL,2019
Kuwait,NULL,1.5,1.319,0.493,0.142,51,6.021,0.808,NULL,NULL,Middle East and Northern Africa,NULL,0.097,NULL,NULL,2019
Thailand,NULL,1.05,1.409,0.557,0.359,52,6.008,0.828,NULL,NULL,Southeastern Asia,NULL,0.028,NULL,NULL,2019
Latvia,NULL,1.187,1.465,0.264,0.075,53,5.94,0.812,NULL,NULL,Central and Eastern Europe,NULL,0.064,NULL,NULL,2019
South Korea,NULL,1.301,1.219,0.159,0.175,54,5.895,1.036,NULL,NULL,Eastern Asia,NULL,0.056,NULL,NULL,2019
Estonia,NULL,1.237,1.528,0.495,0.103,55,5.893,0.874,NULL,NULL,Central and Eastern Europe,NULL,0.161,NULL,NULL,2019
Jamaica,NULL,0.831,1.478,0.49,0.107,56,5.89,0.831,NULL,NULL,Latin America and Caribbean,NULL,0.028,NULL,NULL,2019
Mauritius,NULL,1.12,1.402,0.498,0.215,57,5.888,0.798,NULL,NULL,Sub-Saharan Africa,NULL,0.06,NULL,NULL,2019
Japan,NULL,1.327,1.419,0.445,0.069,58,5.886,1.088,NULL,NULL,Eastern Asia,NULL,0.14,NULL,NULL,2019
Honduras,NULL,0.642,1.236,0.507,0.246,59,5.86,0.828,NULL,NULL,Latin America and Caribbean,NULL,0.078,NULL,NULL,2019
Kazakhstan,NULL,1.173,1.508,0.41,0.146,60,5.809,0.729,NULL,NULL,Central and Eastern Europe,NULL,0.096,NULL,NULL,2019
Bolivia,NULL,0.776,1.209,0.511,0.137,61,5.779,0.706,NULL,NULL,Latin America and Caribbean,NULL,0.064,NULL,NULL,2019
Hungary,NULL,1.201,1.41,0.199,0.081,62,5.758,0.828,NULL,NULL,Central and Eastern Europe,NULL,0.02,NULL,NULL,2019
Paraguay,NULL,0.855,1.475,0.514,0.184,63,5.743,0.777,NULL,NULL,Latin America and Caribbean,NULL,0.08,NULL,NULL,2019
